
266_4_BLT,1351,64338511,00:15:00,00:15:00,7443364,1,,,,
266_4_BLT,1351,64338511,00:16:00,00:16:00,7443365,2,,,,
266_4_BLT,1351,64338511,00:16:00,00:16:00,7443366,3,,,,
266_4_BLT,1351,64338511,00:17:00,00:17:00,7443597,4,,,,
266_4_BLT,1351,64338511,00:18:00,00:18:00,7443371,5,,,,
266_4_BLT,1351,64338511,00:19:00,00:19:00,7443372,6,,,,
266_4_BLT,1351,64338511,00:20:00,00:20:00,7443373,7,,,,
266_4_BLT,1351,64338511,00:20:00,00:20:00,7443374,8,,,,
266_4_BLT,1351,64338511,00:22:00,00:22:00,7443375,9,,,,
266_4_BLT,1351,64338511,00:23:00,00:23:00,7400099,10,,,,
266_4_BLT,1351,64338511,00:27:00,00:30:00,7443357,11,,,,
266_4_BLT,1351,64338511,00:31:00,00:31:00,7443377,12,,,,
266_4_BLT,1351,64338511,00:32:00,00:32:00,7443378,13,,,,
266_4_BLT,1351,64338511,00:33:00,00:33:00,7443425,14,,,,
266_4_BLT,1351,64338511,00:33:00,00:33:00,7443426,15,,,,
266_4_BLT,1351,64338511,00:34:00,00:34:00,7443427,16,,,,
266_4_BLT,1351,64338511,00:35:00,00:35:00,7443428,17,,,,
266_4_BLT,1351,64338511,00:36:00,00:36:00,7443429,18,,,,
266_4_BLT,1351,64338511,00:37:00,00:37:00,7470964,19,,,,
266_4_BLT,1351,64338511,00:38:00,00:38:00,7443431,20,,,,
266_4_BLT,1351,64338511,00:39:00,00:39:00,7443432,21,,,,
266_4_BLT,1351,64338511,00:40:00,00:40:00,7443434,22,,,,
266_4_BLT,1351,64338511,00:41:00,00:41:00,7443435,23,,,,
266_4_BLT,1351,64338511,00:43:00,00:43:00,7443600,24,,,,
266_4_BLT,1351,64338511,00:45:00,00:45:00,7443438,25,,,,
266_4_BLT,1351,64338511,00:47:00,00:47:00,7471156,26,,,,
266_4_BLT,1351,64338511,00:49:00,00:49:00,7423968,27,,,,

266_4_BLT,40,55603523,08:24:00,08:24:00,7423968,1,,,,
266_4_BLT,40,55603523,08:25:00,08:25:00,7471156,2,,,,
266_4_BLT,40,55603523,08:26:00,08:26:00,7443438,3,,,,
266_4_BLT,40,55603523,08:27:00,08:27:00,7443600,4,,,,
266_4_BLT,40,55603523,08:29:00,08:29:00,7443435,5,,,,
266_4_BLT,40,55603523,08:32:00,08:32:00,7443434,6,,,,
266_4_BLT,40,55603523,08:33:00,08:33:00,7443432,7,,,,
266_4_BLT,40,55603523,08:34:00,08:34:00,7443431,8,,,,
266_4_BLT,40,55603523,08:35:00,08:35:00,7470964,9,,,,
266_4_BLT,40,55603523,08:36:00,08:36:00,7443429,10,,,,
266_4_BLT,40,55603523,08:37:00,08:37:00,7443428,11,,,,
266_4_BLT,40,55603523,08:38:00,08:38:00,7443427,12,,,,
266_4_BLT,40,55603523,08:39:00,08:39:00,7443426,13,,,,
266_4_BLT,40,55603523,08:40:00,08:40:00,7443425,14,,,,
266_4_BLT,40,55603523,08:41:00,08:41:00,7443378,15,,,,
266_4_BLT,40,55603523,08:44:00,08:44:00,7443377,16,,,,
266_4_BLT,40,55603523,08:45:00,08:45:00,7443357,17,,,,
266_4_BLT,40,55603523,08:49:00,08:49:00,7400099,18,,,,
266_4_BLT,40,55603523,08:51:00,08:51:00,7443375,19,,,,
266_4_BLT,40,55603523,08:52:00,08:52:00,7443374,20,,,,
266_4_BLT,40,55603523,08:52:00,08:52:00,7443373,21,,,,
266_4_BLT,40,55603523,08:53:00,08:53:00,7443372,22,,,,
266_4_BLT,40,55603523,08:54:00,08:54:00,7443371,23,,,,
266_4_BLT,40,55603523,08:55:00,08:55:00,7443597,24,,,,
266_4_BLT,40,55603523,08:56:00,08:56:00,7443366,25,,,,
266_4_BLT,40,55603523,08:56:00,08:56:00,7443365,26,,,,
266_4_BLT,40,55603523,08:57:00,08:57:00,7443364,27,,,,
266_4_BLT,40,55603523,08:59:00,08:59:00,7443363,28,,,,
266_4_BLT,40,55603523,09:00:00,09:00:00,7443362,29,,,,
266_4_BLT,40,55603523,09:00:00,09:00:00,7443361,30,,,,
266_4_BLT,40,55603523,09:01:00,09:01:00,7443360,31,,,,
266_4_BLT,40,55603523,09:03:00,09:03:00,7470962,32,,,,
