70031551,12:19:00,12:19:00,7443360,2,,,,
70031551,12:19:00,12:19:00,7443361,3,,,,
70031551,12:20:00,12:20:00,7443362,4,,,,
70031551,12:20:00,12:20:00,7443363,5,,,,
70031551,12:22:00,12:22:00,7443364,6,,,,
70031551,12:23:00,12:23:00,7443365,7,,,,
70031551,12:23:00,12:23:00,7443366,8,,,,
70031551,12:24:00,12:24:00,7443597,9,,,,
70031551,12:25:00,12:25:00,7443371,10,,,,
70031551,12:26:00,12:26:00,7443372,11,,,,
70031551,12:28:00,12:28:00,7443373,12,,,,
70031551,12:28:00,12:28:00,7443374,13,,,,
70031551,12:30:00,12:30:00,7443375,14,,,,
70031551,12:32:00,12:32:00,7400099,15,,,,
70031551,12:35:00,12:35:00,7443357,16,,,,
70031551,12:36:00,12:36:00,7443377,17,,,,
70031551,12:37:00,12:37:00,7443378,18,,,,
70031551,12:38:00,12:38:00,7443425,19,,,,
70031551,12:39:00,12:39:00,7443426,20,,,,
70031551,12:40:00,12:40:00,7443427,21,,,,
70031551,12:41:00,12:41:00,7443428,22,,,,
70031551,12:42:00,12:42:00,7443429,23,,,,
70031551,12:44:00,12:44:00,7470964,24,,,,
70031551,12:45:00,12:45:00,7443431,25,,,,
70031551,12:46:00,12:46:00,7443432,26,,,,
70031551,12:47:00,12:47:00,7443434,27,,,,
70031551,12:49:00,12:49:00,7443435,28,,,,
70031551,12:51:00,12:51:00,7443600,29,,,,
70031551,12:53:00,12:53:00,7443438,30,,,,
70031551,12:55:00,12:55:00,7471156,31,,,,
70031551,12:57:00,12:57:00,7423968,32,,,,
70031553,12:33:00,12:33:00,7470962,1,,,,
70031553,12:34:00,12:34:00,7443360,2,,,,
70031553,12:34:00,12:34:00,7443361,3,,,,
70031553,12:35:00,12:35:00,7443362,4,,,,
70031553,12:35:00,12:35:00,7443363,5,,,,
70031553,12:37:00,12:37:00,7443364,6,,,,
70031553,12:38:00,12:38:00,7443365,7,,,,
70031553,12:38:00,12:38:00,7443366,8,,,,
70031553,12:39:00,12:39:00,7443597,9,,,,
70031553,12:40:00,12:40:00,7443371,10,,,,
70031553,12:41:00,12:41:00,7443372,11,,,,
70031553,12:43:00,12:43:00,7443373,12,,,,
70031553,12:43:00,12:43:00,7443374,13,,,,
70031553,12:45:00,12:45:00,7443375,14,,,,
70031553,12:47:00,12:47:00,7400099,15,,,,
70031553,12:50:00,12:50:00,7443357,16,,,,
70031553,12:51:00,12:51:00,7443377,17,,,,
70031553,12:52:00,12:52:00,7443378,18,,,,
70031553,12:53:00,12:53:00,7443425,19,,,,
70031553,12:54:00,12:54:00,7443426,20,,,,
70031553,12:55:00,12:55:00,7443427,21,,,,
70031553,12:56:00,12:56:00,7443428,22,,,,
70031553,12:57:00,12:57:00,7443429,23,,,,
70031553,12:59:00,12:59:00,7470964,24,,,,
70031553,13:00:00,13:00:00,7443431,25,,,,
70031553,13:01:00,13:01:00,7443432,26,,,,
70031553,13:02:00,13:02:00,7443434,27,,,,
70031553,13:04:00,13:04:00,7443435,28,,,,
70031553,13:06:00,13:06:00,7443600,29,,,,
70031553,13:08:00,13:08:00,7443438,30,,,,
70031553,13:10:00,13:10:00,7471156,31,,,,
70031553,13:12:00,13:12:00,7423968,32,,,,
70031554,12:48:00,12:48:00,7470962,1,,,,
70031554,12:49:00,12:49:00,7443360,2,,,,
70031554,12:49:00,12:49:00,7443361,3,,,,
70031554,12:50:00,12:50:00,7443362,4,,,,
70031554,12:50:00,12:50:00,7443363,5,,,,
70031554,12:52:00,12:52:00,7443364,6,,,,
70031554,12:53:00,12:53:00,7443365,7,,,,
70031554,12:53:00,12:53:00,7443366,8,,,,
70031554,12:54:00,12:54:00,7443597,9,,,,
70031554,12:55:00,12:55:00,7443371,10,,,,
70031554,12:56:00,12:56:00,7443372,11,,,,
70031554,12:58:00,12:58:00,7443373,12,,,,
70031554,12:58:00,12:58:00,7443374,13,,,,
70031554,13:00:00,13:00:00,7443375,14,,,,
70031554,13:02:00,13:02:00,7400099,15,,,,
70031554,13:05:00,13:05:00,7443357,16,,,,
70031554,13:06:00,13:06:00,7443377,17,,,,
70031554,13:07:00,13:07:00,7443378,18,,,,
70031554,13:08:00,13:08:00,7443425,19,,,,
70031554,13:09:00,13:09:00,7443426,20,,,,
70031554,13:10:00,13:10:00,7443427,21,,,,
70031554,13:11:00,13:11:00,7443428,22,,,,
70031554,13:12:00,13:12:00,7443429,23,,,,
70031554,13:14:00,13:14:00,7470964,24,,,,
70031554,13:15:00,13:15:00,7443431,25,,,,
70031554,13:16:00,13:16:00,7443432,26,,,,
70031554,13:17:00,13:17:00,7443434,27,,,,
70031554,13:19:00,13:19:00,7443435,28,,,,
70031554,13:21:00,13:21:00,7443600,29,,,,
70031554,13:23:00,13:23:00,7443438,30,,,,
70031554,13:25:00,13:25:00,7471156,31,,,,
70031554,13:27:00,13:27:00,7423968,32,,,,
