70030711,11:59:00,11:59:00,7443556,2,,,,
70030711,12:00:00,12:00:00,7443557,3,,,,
70030711,12:01:00,12:01:00,7443559,4,,,,
70030711,12:02:00,12:02:00,7443560,5,,,,
70030711,12:03:00,12:03:00,7443895,6,,,,
70030711,12:04:00,12:04:00,7443893,7,,,,
70030711,12:05:00,12:05:00,7470967,8,,,,
70030711,12:06:00,12:06:00,7443531,9,,,,
70030711,12:08:00,12:08:00,7443529,10,,,,
70030711,12:09:00,12:09:00,7443527,11,,,,
70030711,12:12:00,12:12:00,7443910,12,,,,
70030711,12:13:00,12:13:00,7443543,13,,,,
70030711,12:15:00,12:15:00,7443544,14,,,,
70030711,12:15:00,12:15:00,7443374,15,,,,
70030711,12:17:00,12:17:00,7443375,16,,,,
70030711,12:19:00,12:19:00,7400099,17,,,,
70030711,12:21:00,12:21:00,7443357,18,,,,
70030711,12:22:00,12:22:00,7443469,19,,,,
70030711,12:23:00,12:23:00,7443468,20,,,,
70030711,12:25:00,12:25:00,7443467,21,,,,
70030711,12:25:00,12:25:00,7443466,22,,,,
70030711,12:26:00,12:26:00,7443495,23,,,,
70030711,12:28:00,12:28:00,7443464,24,,,,
70030711,12:29:00,12:29:00,7443463,25,,,,
70030711,12:30:00,12:30:00,7443462,26,,,,
70030711,12:31:00,12:31:00,7412551,27,,,,
70030711,12:33:00,12:33:00,7443459,28,,,,
70030711,12:35:00,12:35:00,7443458,29,,,,
70030711,12:36:00,12:36:00,7443457,30,,,,
70030711,12:37:00,12:37:00,7443456,31,,,,
70030711,12:40:00,12:40:00,7443455,32,,,,
70030711,12:42:00,12:42:00,7443454,33,,,,
70030712,12:13:00,12:13:00,7443555,1,,,,
70030712,12:14:00,12:14:00,7443556,2,,,,
70030712,12:15:00,12:15:00,7443557,3,,,,
70030712,12:16:00,12:16:00,7443559,4,,,,
70030712,12:17:00,12:17:00,7443560,5,,,,
70030712,12:18:00,12:18:00,7443895,6,,,,
70030712,12:19:00,12:19:00,7443893,7,,,,
70030712,12:20:00,12:20:00,7470967,8,,,,
70030712,12:21:00,12:21:00,7443531,9,,,,
70030712,12:23:00,12:23:00,7443529,10,,,,
70030712,12:24:00,12:24:00,7443527,11,,,,
70030712,12:27:00,12:27:00,7443910,12,,,,
70030712,12:28:00,12:28:00,7443543,13,,,,
70030712,12:30:00,12:30:00,7443544,14,,,,
70030712,12:30:00,12:30:00,7443374,15,,,,
70030712,12:32:00,12:32:00,7443375,16,,,,
70030712,12:34:00,12:34:00,7400099,17,,,,
70030712,12:36:00,12:36:00,7443357,18,,,,
70030712,12:37:00,12:37:00,7443469,19,,,,
70030712,12:38:00,12:38:00,7443468,20,,,,
70030712,12:40:00,12:40:00,7443467,21,,,,
70030712,12:40:00,12:40:00,7443466,22,,,,
70030712,12:41:00,12:41:00,7443495,23,,,,
70030712,12:43:00,12:43:00,7443464,24,,,,
70030712,12:44:00,12:44:00,7443463,25,,,,
70030712,12:45:00,12:45:00,7443462,26,,,,
70030712,12:46:00,12:46:00,7412551,27,,,,
70030712,12:48:00,12:48:00,7443459,28,,,,
70030712,12:50:00,12:50:00,7443458,29,,,,
70030712,12:51:00,12:51:00,7443457,30,,,,
70030712,12:52:00,12:52:00,7443456,31,,,,
70030712,12:55:00,12:55:00,7443455,32,,,,
70030712,12:57:00,12:57:00,7443454,33,,,,
70030714,12:28:00,12:28:00,7443555,1,,,,
70030714,12:29:00,12:29:00,7443556,2,,,,
70030714,12:30:00,12:30:00,7443557,3,,,,
70030714,12:31:00,12:31:00,7443559,4,,,,
70030714,12:32:00,12:32:00,7443560,5,,,,
70030714,12:33:00,12:33:00,7443895,6,,,,
70030714,12:34:00,12:34:00,7443893,7,,,,
70030714,12:35:00,12:35:00,7470967,8,,,,
70030714,12:36:00,12:36:00,7443531,9,,,,
70030714,12:38:00,12:38:00,7443529,10,,,,
70030714,12:39:00,12:39:00,7443527,11,,,,
70030714,12:42:00,12:42:00,7443910,12,,,,
70030714,12:43:00,12:43:00,7443543,13,,,,
70030714,12:45:00,12:45:00,7443544,14,,,,
70030714,12:45:00,12:45:00,7443374,15,,,,
70030714,12:47:00,12:47:00,7443375,16,,,,
70030714,12:49:00,12:49:00,7400099,17,,,,
70030714,12:51:00,12:51:00,7443357,18,,,,
70030714,12:52:00,12:52:00,7443469,19,,,,
70030714,12:53:00,12:53:00,7443468,20,,,,
70030714,12:55:00,12:55:00,7443467,21,,,,
70030714,12:55:00,12:55:00,7443466,22,,,,
70030714,12:56:00,12:56:00,7443495,23,,,,
70030714,12:58:00,12:58:00,7443464,24,,,,
70030714,12:59:00,12:59:00,7443463,25,,,,
70030714,13:00:00,13:00:00,7443462,26,,,,
70030714,13:01:00,13:01:00,7412551,27,,,,
70030714,13:03:00,13:03:00,7443459,28,,,,
70030714,13:05:00,13:05:00,7443458,29,,,,
70030714,13:06:00,13:06:00,7443457,30,,,,
70030714,13:07:00,13:07:00,7443456,31,,,,
70030714,13:10:00,13:10:00,7443455,32,,,,
70030714,13:12:00,13:12:00,7443454,33,,,,
70030715,12:43:00,12:43:00,7443555,1,,,,
70030715,12:44:00,12:44:00,7443556,2,,,,
70030715,12:45:00,12:45:00,7443557,3,,,,
70030715,12:46:00,12:46:00,7443559,4,,,,
70030715,12:47:00,12:47:00,7443560,5,,,,
70030715,12:48:00,12:48:00,7443895,6,,,,
70030715,12:49:00,12:49:00,7443893,7,,,,
70030715,12:50:00,12:50:00,7470967,8,,,,
70030715,12:51:00,12:51:00,7443531,9,,,,
70030715,12:53:00,12:53:00,7443529,10,,,,
70030715,12:54:00,12:54:00,7443527,11,,,,
70030715,12:57:00,12:57:00,7443910,12,,,,
70030715,12:58:00,12:58:00,7443543,13,,,,
