service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date,
1392,1,1,1,1,1,1,1,20150223,20150614,
2158,1,1,1,1,1,1,1,20150223,20150614,
2156,1,1,1,1,1,1,1,20150223,20150614,
621,1,1,1,1,1,1,1,20150223,20150614,
619,1,1,1,1,1,1,1,20150223,20150614,
1386,1,1,1,1,1,1,1,20150223,20150614,
618,1,1,1,1,1,1,1,20150223,20150614,
1385,1,1,1,1,1,1,1,20150223,20150614,
2151,1,1,1,1,1,1,1,20150223,20150614,
2150,1,1,1,1,1,1,1,20150223,20150614,
2149,1,1,1,1,1,1,0,20150223,20150614,
1382,1,1,1,1,1,1,1,20150223,20150614,
2148,1,1,1,1,1,1,1,20150223,20150614,
2146,1,1,1,1,1,1,1,20150223,20150614,
1379,1,1,1,1,1,1,1,20150223,20150614,
2145,1,1,1,1,1,1,1,20150223,20150614,
610,1,1,1,1,1,1,1,20150223,20150614,
2143,1,1,1,1,1,1,1,20150223,20150614,
609,1,1,1,1,1,1,1,20150223,20150614,
1376,1,1,1,1,1,1,1,20150223,20150614,
1375,1,1,1,1,1,1,1,20150223,20150614,
604,1,1,1,1,1,1,1,20150223,20150614,
2137,1,1,1,1,1,1,1,20150223,20150614,
603,1,1,1,1,1,1,1,20150223,20150614,
2136,1,1,1,1,1,1,1,20150223,20150614,
2135,1,1,1,1,1,1,1,20150223,20150614,
601,1,1,1,1,1,1,1,20150223,20150614,
2134,1,1,1,1,1,1,1,20150223,20150614,
599,1,1,1,1,1,1,1,20150223,20150614,
2131,1,1,1,1,1,1,1,20150223,20150614,
597,1,1,1,1,1,1,1,20150223,20150614,
1361,1,1,1,1,1,1,1,20150223,20150614,
2127,1,1,1,1,1,1,1,20150223,20150614,
2126,1,1,1,1,1,1,1,20150223,20150614,
590,1,1,1,1,1,1,1,20150223,20150614,
583,1,1,1,1,1,1,1,20150223,20150614,
578,1,1,1,1,1,1,1,20150223,20150614,
577,1,1,1,1,1,1,1,20150223,20150614,
2097,1,1,1,1,1,1,1,20150223,20150614,
2082,1,1,1,1,1,1,1,20150223,20150614,
2081,1,1,1,1,1,1,1,20150223,20150614,
547,1,1,1,1,1,1,1,20150223,20150614,
2076,1,1,1,1,1,1,1,20150223,20150614,
2075,1,1,1,1,1,1,1,20150223,20150614,
541,1,1,1,1,1,1,1,20150223,20150614,
2074,1,1,1,1,1,1,1,20150223,20150614,
2073,1,1,1,1,1,1,1,20150223,20150614,
2072,1,1,1,1,1,1,1,20150223,20150614,
2071,1,1,1,1,1,1,1,20150223,20150614,
1304,1,1,1,1,1,1,1,20150223,20150614,
2070,1,1,1,1,1,1,1,20150223,20150614,
1303,1,1,1,1,1,1,1,20150223,20150614,
2069,1,1,1,1,1,1,1,20150223,20150614,
2066,1,1,1,1,1,1,1,20150223,20150614,
2064,1,1,1,1,1,1,1,20150223,20150614,
2063,1,1,1,1,1,1,1,20150223,20150614,
2062,1,1,1,1,1,1,1,20150223,20150614,
2059,1,1,1,1,1,1,1,20150223,20150614,
2057,1,1,1,1,1,1,1,20150223,20150614,
2054,1,1,1,1,1,1,1,20150223,20150614,
2053,1,1,1,1,1,1,1,20150223,20150614,
1283,1,1,1,1,1,1,1,20150223,20150614,
514,1,1,1,1,1,1,1,20150223,20150614,
1281,1,1,1,1,1,1,1,20150223,20150614,
2047,1,1,1,1,1,1,1,20150223,20150614,
513,1,1,1,1,1,1,1,20150223,20150614,
1280,1,1,1,1,1,1,1,20150223,20150614,
512,1,1,1,1,1,1,1,20150223,20150614,
2045,1,1,1,1,1,1,1,20150223,20150614,
511,1,1,1,1,1,1,1,20150223,20150614,
2043,1,1,1,1,1,1,1,20150223,20150614,
2041,1,1,1,1,1,1,1,20150223,20150614,
2039,1,1,1,1,1,1,1,20150223,20150614,
2035,1,1,1,1,1,1,1,20150223,20150614,
1262,1,1,1,1,1,1,1,20150223,20150614,
1261,1,1,1,1,1,1,1,20150223,20150614,
1258,1,1,1,1,1,1,1,20150223,20150614,
1256,1,1,1,1,1,1,1,20150223,20150614,
485,1,1,1,1,1,1,1,20150223,20150614,
480,1,1,1,1,1,1,1,20150223,20150614,
479,1,1,1,1,1,1,1,20150223,20150614,
478,1,1,1,1,1,1,1,20150223,20150614,
475,1,1,1,1,1,1,1,20150223,20150614,
474,1,1,1,1,1,1,1,20150223,20150614,
1998,1,1,1,1,1,1,1,20150223,20150614,
1224,1,1,1,1,1,1,1,20150223,20150614,
1981,1,1,1,1,1,1,1,20150223,20150614,
1980,1,1,1,1,1,1,1,20150223,20150614,
1978,1,1,1,1,1,1,1,20150223,20150614,
1976,1,1,1,1,1,1,1,20150223,20150614,
1209,1,1,1,1,1,1,1,20150223,20150614,
1975,1,1,1,1,1,1,1,20150223,20150614,
1208,1,1,1,1,1,1,1,20150223,20150614,
1974,1,1,1,1,1,1,1,20150223,20150614,
1973,1,1,1,1,1,1,1,20150223,20150614,
1206,1,1,1,1,1,1,1,20150223,20150614,
1205,1,1,1,1,1,1,1,20150223,20150614,
1204,1,1,1,1,1,1,1,20150223,20150614,
1203,1,1,1,1,1,1,1,20150223,20150614,
1965,1,1,1,1,1,1,1,20150223,20150614,
1964,1,1,1,1,1,1,1,20150223,20150614,
1963,1,1,1,1,1,1,1,20150223,20150614,
1167,1,1,1,1,1,1,1,20150223,20150614,
1933,1,1,1,1,1,1,1,20150223,20150614,
1166,1,1,1,1,1,1,1,20150223,20150614,
1932,1,1,1,1,1,1,1,20150223,20150614,
1931,1,1,1,1,1,1,1,20150223,20150614,
1164,1,1,1,1,1,1,1,20150223,20150614,
1930,1,1,1,1,1,1,1,20150223,20150614,
1162,1,1,1,1,1,1,1,20150223,20150614,
1928,1,1,1,1,1,1,1,20150223,20150614,
1161,1,1,1,1,1,1,1,20150223,20150614,
1927,1,1,1,1,1,1,1,20150223,20150614,
1160,1,1,1,1,1,1,1,20150223,20150614,
1926,1,1,1,1,1,1,1,20150223,20150614,
1159,1,1,1,1,1,1,1,20150223,20150614,
1925,1,1,1,1,1,1,1,20150223,20150614,
1158,1,1,1,1,1,1,1,20150223,20150614,
1923,1,1,1,1,1,1,1,20150223,20150614,
1922,1,1,1,1,1,1,1,20150223,20150614,
1155,1,1,1,1,1,1,1,20150223,20150614,
1921,1,1,1,1,1,1,1,20150223,20150614,
1920,1,1,1,1,1,1,1,20150223,20150614,
385,1,1,1,1,1,1,1,20150223,20150614,
1148,1,1,1,1,1,1,1,20150223,20150614,
1914,1,1,1,1,1,1,1,20150223,20150614,
1147,1,1,1,1,1,1,1,20150223,20150614,
1913,1,1,1,1,1,1,1,20150223,20150614,
1912,1,1,1,1,1,1,1,20150223,20150614,
1143,1,1,1,1,1,1,1,20150223,20150614,
1909,1,1,1,1,1,1,1,20150223,20150614,
1142,1,1,1,1,1,1,1,20150223,20150614,
1141,1,1,1,1,1,1,1,20150223,20150614,
1906,1,1,1,1,1,1,1,20150223,20150614,
1139,1,1,1,1,1,1,1,20150223,20150614,
1138,1,1,1,1,1,1,1,20150223,20150614,
1901,1,1,1,1,1,1,1,20150223,20150614,
1900,1,1,1,1,1,1,1,20150223,20150614,
1899,1,1,1,1,1,1,1,20150223,20150614,
1898,1,1,1,1,1,1,1,20150223,20150614,
1128,1,1,1,1,1,1,1,20150223,20150614,
1894,1,1,1,1,1,1,1,20150223,20150614,
1127,1,1,1,1,1,1,1,20150223,20150614,
1893,1,1,1,1,1,1,1,20150223,20150614,
1126,1,1,1,1,1,1,1,20150223,20150614,
1892,1,1,1,1,1,1,1,20150223,20150614,
358,1,1,1,1,1,1,1,20150223,20150614,
1124,1,1,1,1,1,1,1,20150223,20150614,
1123,1,1,1,1,1,1,1,20150223,20150614,
1889,1,1,1,1,1,1,1,20150223,20150614,
355,1,1,1,1,1,1,1,20150223,20150614,
353,1,1,1,1,1,1,1,20150223,20150614,
1120,1,1,1,1,1,1,1,20150223,20150614,
350,1,1,1,1,1,1,1,20150223,20150614,
346,1,1,1,1,1,1,1,20150223,20150614,
1876,1,1,1,1,1,1,1,20150223,20150614,
1874,1,1,1,1,1,1,1,20150223,20150614,
340,1,1,1,1,1,1,1,20150223,20150614,
339,1,1,1,1,1,1,1,20150223,20150614,
1872,1,1,1,1,1,1,1,20150223,20150614,
335,1,1,1,1,1,1,1,20150223,20150614,
331,1,1,1,1,1,1,1,20150223,20150614,
330,1,1,1,1,1,1,1,20150223,20150614,
1862,1,1,1,1,1,1,1,20150223,20150614,
1861,1,1,1,1,1,1,1,20150223,20150614,
1847,1,1,1,1,1,1,1,20150223,20150614,
1846,1,1,1,1,1,1,1,20150223,20150614,
310,1,1,1,1,1,1,1,20150223,20150614,
1840,1,1,1,1,1,1,1,20150223,20150614,
1073,1,1,1,1,1,1,1,20150223,20150614,
1839,1,1,1,1,1,1,1,20150223,20150614,
1072,1,1,1,1,1,1,1,20150223,20150614,
1838,1,1,1,1,1,1,1,20150223,20150614,
1071,1,1,1,1,1,1,1,20150223,20150614,
1834,1,1,1,1,1,1,1,20150223,20150614,
1066,1,1,1,1,1,1,1,20150223,20150614,
1062,1,1,1,1,1,1,1,20150223,20150614,
1052,1,1,1,1,1,1,1,20150223,20150614,
1050,1,1,1,1,1,1,1,20150223,20150614,
281,1,1,1,1,1,1,1,20150223,20150614,
280,1,1,1,1,1,1,1,20150223,20150614,
277,1,1,1,1,1,1,1,20150223,20150614,
274,1,1,1,1,1,1,1,20150223,20150614,
1807,1,1,1,1,1,1,1,20150223,20150614,
1040,1,1,1,1,1,1,1,20150223,20150614,
1806,1,1,1,1,1,1,1,20150223,20150614,
1039,1,1,1,1,1,1,1,20150223,20150614,
1036,1,1,1,1,1,1,1,20150223,20150614,
1802,1,1,1,1,1,1,1,20150223,20150614,
1800,1,1,1,1,1,1,1,20150223,20150614,
1033,1,1,1,1,1,1,1,20150223,20150614,
1032,1,1,1,1,1,1,1,20150223,20150614,
1788,1,1,1,1,1,1,1,20150223,20150614,
1786,1,1,1,1,1,1,1,20150223,20150614,
1785,1,1,1,1,1,1,1,20150223,20150614,
1783,1,1,1,1,1,1,1,20150223,20150614,
1782,1,1,1,1,1,1,1,20150223,20150614,
1781,1,1,1,1,1,1,1,20150223,20150614,
1780,1,1,1,1,1,1,1,20150223,20150614,
1779,1,1,1,1,1,1,1,20150223,20150614,
245,1,1,1,1,1,1,1,20150223,20150614,
1778,1,1,1,1,1,1,1,20150223,20150614,
244,1,1,1,1,1,1,1,20150223,20150614,
1777,1,1,1,1,1,1,1,20150223,20150614,
1776,1,1,1,1,1,1,1,20150223,20150614,
1775,1,1,1,1,1,1,1,20150223,20150614,
239,1,1,1,1,1,1,1,20150223,20150614,
1772,1,1,1,1,1,1,1,20150223,20150614,
237,1,1,1,1,1,1,1,20150223,20150614,
236,1,1,1,1,1,1,1,20150223,20150614,
235,1,1,1,1,1,1,1,20150223,20150614,
1002,1,1,1,1,1,1,1,20150223,20150614,
1768,1,1,1,1,1,1,1,20150223,20150614,
234,1,1,1,1,1,1,1,20150223,20150614,
1767,1,1,1,1,1,1,1,20150223,20150614,
1764,1,1,1,1,1,1,1,20150223,20150614,
997,1,1,1,1,1,1,1,20150223,20150614,
1763,1,1,1,1,1,1,1,20150223,20150614,
229,1,1,1,1,1,1,1,20150223,20150614,
1762,1,1,1,1,1,1,1,20150223,20150614,
1761,1,1,1,1,1,1,1,20150223,20150614,
227,1,1,1,1,1,1,1,20150223,20150614,
1757,1,1,1,1,1,1,1,20150223,20150614,
1756,1,1,1,1,1,1,1,20150223,20150614,
1754,1,1,1,1,1,1,1,20150223,20150614,
1753,1,1,1,1,1,1,1,20150223,20150614,
219,1,1,1,1,1,1,1,20150223,20150614,
1752,1,1,1,1,1,1,1,20150223,20150614,
1750,1,1,1,1,1,1,1,20150223,20150614,
1748,1,1,1,1,1,1,1,20150223,20150614,
214,1,1,1,1,1,1,1,20150223,20150614,
980,1,1,1,1,1,1,1,20150223,20150614,
212,1,1,1,1,1,1,1,20150223,20150614,
1745,1,1,1,1,1,1,1,20150223,20150614,
211,1,1,1,1,1,1,1,20150223,20150614,
1744,1,1,1,1,1,1,1,20150223,20150614,
1743,1,1,1,1,1,1,1,20150223,20150614,
208,1,1,1,1,1,1,1,20150223,20150614,
1739,1,1,1,1,1,1,1,20150223,20150614,
202,1,1,1,1,1,1,1,20150223,20150614,
201,1,1,1,1,1,1,1,20150223,20150614,
1734,1,1,1,1,1,1,1,20150223,20150614,
1731,1,1,1,1,1,1,1,20150223,20150614,
1730,1,1,1,1,1,1,1,20150223,20150614,
195,1,1,1,1,1,1,1,20150223,20150614,
1728,1,1,1,1,1,1,1,20150223,20150614,
194,1,1,1,1,1,1,1,20150223,20150614,
1727,1,1,1,1,1,1,1,20150223,20150614,
193,1,1,1,1,1,1,1,20150223,20150614,
192,1,1,1,1,1,1,1,20150223,20150614,
1725,1,1,1,1,1,1,1,20150223,20150614,
957,1,1,1,1,1,1,1,20150223,20150614,
187,1,1,1,1,1,1,1,20150223,20150614,
186,1,1,1,1,1,1,1,20150223,20150614,
185,1,1,1,1,1,1,1,20150223,20150614,
183,1,1,1,1,1,1,1,20150223,20150614,
182,1,1,1,1,1,1,1,20150223,20150614,
181,1,1,1,1,1,1,1,20150223,20150614,
948,1,1,1,1,1,1,1,20150223,20150614,
180,1,1,1,1,1,1,1,20150223,20150614,
179,1,1,1,1,1,1,1,20150223,20150614,
178,1,1,1,1,1,1,1,20150223,20150614,
174,1,1,1,1,1,1,1,20150223,20150614,
173,1,1,1,1,1,1,1,20150223,20150614,
171,1,1,1,1,1,1,1,20150223,20150614,
1698,1,1,1,1,1,1,1,20150223,20150614,
163,1,1,1,1,1,1,1,20150223,20150614,
162,1,1,1,1,1,1,1,20150223,20150614,
929,1,1,1,1,1,1,1,20150223,20150614,
928,1,1,1,1,1,1,1,20150223,20150614,
927,1,1,1,1,1,1,1,20150223,20150614,
158,1,1,1,1,1,1,1,20150223,20150614,
1690,1,1,1,1,1,1,1,20150223,20150614,
155,1,1,1,1,1,1,1,20150223,20150614,
153,1,1,1,1,1,1,1,20150223,20150614,
919,1,1,1,1,1,1,1,20150223,20150614,
150,1,1,1,1,1,1,1,20150223,20150614,
149,1,1,1,1,1,1,1,20150223,20150614,
148,1,1,1,1,1,1,1,20150223,20150614,
145,1,1,1,1,1,1,1,20150223,20150614,
144,1,1,1,1,1,1,1,20150223,20150614,
143,1,1,1,1,1,1,1,20150223,20150614,
142,1,1,1,1,1,1,1,20150223,20150614,
1675,1,1,1,1,1,1,1,20150223,20150614,
907,1,1,1,1,1,1,1,20150223,20150614,
139,1,1,1,1,1,1,1,20150223,20150614,
137,1,1,1,1,1,1,1,20150223,20150614,
134,1,1,1,1,1,1,1,20150223,20150614,
1667,1,1,1,1,1,1,1,20150223,20150614,
133,1,1,1,1,1,1,1,20150223,20150614,
1666,1,1,1,1,1,1,1,20150223,20150614,
130,1,1,1,1,1,1,1,20150223,20150614,
129,1,1,1,1,1,1,1,20150223,20150614,
128,1,1,1,1,1,1,1,20150223,20150614,
1662,1,1,1,1,1,1,1,20150223,20150614,
124,1,1,1,1,1,1,1,20150223,20150614,
121,1,1,1,1,1,1,1,20150223,20150614,
119,1,1,1,1,1,1,1,20150223,20150614,
118,1,1,1,1,1,1,1,20150223,20150614,
117,1,1,1,1,1,1,1,20150223,20150614,
115,1,1,1,1,1,1,1,20150223,20150614,
114,1,1,1,1,1,1,1,20150223,20150614,
113,1,1,1,1,1,1,1,20150223,20150614,
111,1,1,1,1,1,1,1,20150223,20150614,
108,1,1,1,1,1,1,1,20150223,20150614,
1641,1,1,1,1,1,1,1,20150223,20150614,
106,1,1,1,1,1,1,1,20150223,20150614,
1639,1,1,1,1,1,1,1,20150223,20150614,
104,1,1,1,1,1,1,1,20150223,20150614,
1638,1,1,1,1,1,1,1,20150223,20150614,
103,1,1,1,1,1,1,1,20150223,20150614,
102,1,1,1,1,1,1,1,20150223,20150614,
101,1,1,1,1,1,1,1,20150223,20150614,
868,1,1,1,1,1,1,1,20150223,20150614,
99,1,1,1,1,1,1,1,20150223,20150614,
98,1,1,1,1,1,1,1,20150223,20150614,
865,1,1,1,1,1,1,1,20150223,20150614,
1632,1,1,1,1,1,1,1,20150223,20150614,
97,1,1,1,1,1,1,1,20150223,20150614,
96,1,1,1,1,1,1,1,20150223,20150614,
95,1,1,1,1,1,1,1,20150223,20150614,
94,1,1,1,1,1,1,1,20150223,20150614,
92,1,1,1,1,1,1,1,20150223,20150614,
91,1,1,1,1,1,1,1,20150223,20150614,
90,1,1,1,1,1,1,1,20150223,20150614,
89,1,1,1,1,1,1,1,20150223,20150614,
88,1,1,1,1,1,1,1,20150223,20150614,
87,1,1,1,1,1,1,1,20150223,20150614,
854,1,1,1,1,1,1,1,20150223,20150614,
86,1,1,1,1,1,1,1,20150223,20150614,
85,1,1,1,1,1,1,1,20150223,20150614,
852,1,1,1,1,1,1,1,20150223,20150614,
1618,1,1,1,1,1,1,1,20150223,20150614,
84,1,1,1,1,1,1,1,20150223,20150614,
83,1,1,1,1,1,1,1,20150223,20150614,
82,1,1,1,1,1,1,1,20150223,20150614,
80,1,1,1,1,1,1,1,20150223,20150614,
79,1,1,1,1,1,1,1,20150223,20150614,
77,1,1,1,1,1,1,1,20150223,20150614,
75,1,1,1,1,1,1,1,20150223,20150614,
73,1,1,1,1,1,1,1,20150223,20150614,
72,1,1,1,1,1,1,1,20150223,20150614,
1603,1,1,1,1,1,1,1,20150223,20150614,
1601,1,1,1,1,1,1,1,20150223,20150614,
65,1,1,1,1,1,1,1,20150223,20150614,
1598,1,1,1,1,1,1,1,20150223,20150614,
1594,1,1,1,1,1,1,1,20150223,20150614,
55,1,1,1,1,1,1,1,20150223,20150614,
1588,1,1,1,1,1,1,1,20150223,20150614,
54,1,1,1,1,1,1,1,20150223,20150614,
1587,1,1,1,1,1,1,1,20150223,20150614,
53,1,1,1,1,1,1,1,20150223,20150614,
1586,1,1,1,1,1,1,1,20150223,20150614,
51,1,1,1,1,1,1,1,20150223,20150614,
49,1,1,1,1,1,1,1,20150223,20150614,
47,1,1,1,1,1,1,1,20150223,20150614,
46,1,1,1,1,1,1,1,20150223,20150614,
44,1,1,1,1,1,1,1,20150223,20150614,
40,1,1,1,1,1,1,1,20150223,20150614,
38,1,1,1,1,1,1,1,20150223,20150614,
803,1,1,1,1,1,1,1,20150223,20150614,
33,1,1,1,1,1,1,1,20150223,20150614,
32,1,1,1,1,1,1,1,20150223,20150614,
2328,1,1,1,1,1,1,1,20150223,20150614,
2327,1,1,1,1,1,1,1,20150223,20150614,
2326,1,1,1,1,1,1,1,20150223,20150614,
25,1,1,1,1,1,1,1,20150223,20150614,
2325,1,1,1,1,1,1,1,20150223,20150614,
2324,1,1,1,1,1,1,1,20150223,20150614,
2323,1,1,1,1,1,1,1,20150223,20150614,
22,1,1,1,1,1,1,1,20150223,20150614,
2321,1,1,1,1,1,1,1,20150223,20150614,
2320,1,1,1,1,1,1,1,20150223,20150614,
2319,1,1,1,1,1,1,1,20150223,20150614,
18,1,1,1,1,1,1,1,20150223,20150614,
2318,1,1,1,1,1,1,1,20150223,20150614,
17,1,1,1,1,1,1,1,20150223,20150614,
2317,1,1,1,1,1,1,1,20150223,20150614,
2316,1,1,1,1,1,1,1,20150223,20150614,
1549,1,1,1,1,1,1,1,20150223,20150614,
15,1,1,1,1,1,1,1,20150223,20150614,
2315,1,1,1,1,1,1,1,20150223,20150614,
12,1,1,1,1,1,1,1,20150223,20150614,
779,0,1,1,0,0,0,0,20150223,20150614,
9,1,1,1,1,1,1,1,20150223,20150614,
776,1,1,1,1,1,1,1,20150223,20150614,
2308,1,1,1,1,1,1,1,20150223,20150614,
2307,1,1,1,1,1,1,1,20150223,20150614,
6,1,1,1,1,1,1,1,20150223,20150614,
5,1,1,1,1,1,1,1,20150223,20150614,
4,1,1,1,1,1,1,1,20150223,20150614,
770,1,1,1,1,1,1,1,20150223,20150614,
2,1,1,1,1,1,1,1,20150223,20150614,
1,1,1,1,1,1,1,1,20150223,20150614,
768,1,1,1,1,1,1,1,20150223,20150614,
0,1,1,1,1,1,1,1,20150223,20150614,
767,1,1,1,1,1,1,1,20150223,20150614,
